57,1,Colossinge,Combat,,,,Niveau 1,"Agressif et teigneux, il poursuit son gibier jusqu'à épuisement complet.",
58,1,Caninos,Feu,,,2,Base,"Pour protéger son territoire, il aboie et mord jusqu'à ce que les intrus s'enfuient.",
59,1,Arcanin,Feu,,,2,Niveau 1,Un Pokémon très recherché pour sa grâce légendaire. Son pas élégant semble glisser sur le vent.,
60,1,Ptitard,Eau,,,,Base,Il court mal avec ses petites pattes. Il préfère nager que de se tenir debout.,
61,1,Têtarte,Eau,,,,Niveau 1,"Amphibie, il peut vivre a l'air libre mais il doit rester mouillé pour survivre.",
62,1,Tartard,Eau,Combat,,,Niveau 2,"Excellent nageur, il pratique le crawl ou la nage papillon mieux qu'un champion olympique.",
63,1,Abra,Psy,,,,Base,Son don de télépathie lui permet de sentir le danger et de se téléporter en un lieu sur.,
64,1,Kadabra,Psy,,,,Niveau 1,Son corps émet des ondes alpha provoquant des migraines à ceux qui se trouvent à proximité.,
65,1,Alakazam,Psy,,1,,Niveau 2,Son super cerveau peut effectuer des opérations à la vitesse d'un ordinateur. Il a un Q.I. de 5000.,
66,1,Machoc,Combat,,,,Base,Il adore la musculation. Il pratique les arts martiaux pour devenir encore plus fort.,
67,1,Machopeur,Combat,,,,Niveau 1,Son corps est si puissant qu'il lui faut une ceinture de force pour équilibrer ses mouvements.,
68,1,Mackogneur,Combat,,,,Niveau 2,Ses coups de poings sont si puissants qu'ils font voler ses adversaires jusqu'à l'horizon.,
69,1,Chétiflor,Plante,Poison,,,Base,Un Pokémon carnivore qui se nourrit de petits insectes. Ses racines servent d'attaches.,
70,1,Boustiflor,Plante,Poison,,,Niveau 1,Il crache de la Poudre Toxik pour immobiliser sa proie et il l'achève avec de l'Acide.,
71,1,Empiflor,Plante,Poison,,,Niveau 2,Il vit en colonie dans la jungle mais personne n'en est jamais revenu vivant.,
72,1,Tentacool,Eau,Poison,,,Base,"Flottant au bord des cotes, les pêcheurs se font souvent arroser d'acide quand ils en accrochent un.",
73,1,Tentacruel,Eau,Poison,,,Niveau 1,"Ses tentacules sont rétractées au repos. En situation de chasse, ils rallongent.",
74,1,Racaillou,Roche,Sol,,2,Base,Il vit dans les plaines ou les montagnes. On le confond souvent avec un petit caillou.,
75,1,Gravalanch,Roche,Sol,,2,Niveau 1,Pour se déplacer il dégringole le long des pentes. Il pulvérise tout obstacle sur son passage.,
76,1,Grolem,Roche,Sol,,2,Niveau 2,Son corps de pierre est indestructible. Il peut supporter des explosions de dynamite.,
77,1,Ponyta,Feu,,,2,Base,Ses sabots sont plus résistants que le diamant. Il peut aplatir n'importe quoi en le piétinant.,
78,1,Galopa,Feu,,,2,Niveau 1,"Doté d'un esprit de compétition, il poursuit toute créature rapide pour faire la course.",
79,1,Ramoloss,Eau,Psy,,2,Base,"Très lent et endormi, il lui faut 5 secondes pour ressentir la douleur d'une attaque.",
80,1,Flagadoss,Eau,Psy,1,2,Niveau 1,Le Kokiyas attaché à la queue de ce Pokémon se nourrit des restes de son hôte.,
81,1,Magnéti,Electrique,Acier,,,Base,Il contrôle la gravité pour pouvoir voler. il attaque avec des Cage-éclair.,
82,1,Magnéton,Electrique,Acier,,,Niveau 1,Il émet un signal radio étrange. Sa présence augmente la température de 1 degré dans un rayon de 1000 m.,
83,1,Canarticho,Normal,Vol,,2,Base,Il utilise l'oignon qu'il a dans la bouche comme une épée d'acier.,
84,1,Doduo,Normal,Vol,,,Base,Cet oiseau vole très mal mais court très vite. Il laisse de gigantesques empreintes de pas.,
85,1,Dodrio,Normal,Vol,,,Niveau 1,Il élabore des plans complexes avec ses trois cerveaux. Une de ses têtes reste toujours éveillée.,
86,1,Otaria,Eau,,,,Base,La corne sur son front est très résistante. Elle lui sert à percer des blocs de glace.,
87,1,Lamantine,Eau,Glace,,,Niveau 1,Il emmagasine la chaleur dans son corps. Il peut nager dans l'eau glacée à plus de 8 nœuds.,
88,1,Tadmorv,Poison,,,2,Base,"Vivant dans des tas d'ordure, il se nourrit des déchets polluants rejetés par les usines.",
89,1,Grotadmorv,Poison,,,2,Niveau 1,Il est recouvert d'une épaisse couche toxique. Il laisse une trace empoisonnée derrière lui.,
90,1,Kokiyas,Eau,,,,Base,"Protégé par une carapace très résistante, il est vulnérable quand celle-ci s'ouvre.",
91,1,Crustabri,Eau,Glace,,,Niveau 1,"Une fois menacé, il envoie de rapides volées de dards. Sa partie interne est inconnue.",
92,1,Fantominus,Spectre,Poison,,,Base,Ce Pokémon gazeux plonge ses victimes dans un profond sommeil sans qu'elles ne s'en aperçoivent.,
93,1,Spectrum,Spectre,Poison,,,Niveau 1,Il peut se glisser à travers les murs comme une créature d'une autre dimension.,
94,1,Ectoplasma,Spectre,Poison,1,,Niveau 2,"Les nuits de pleine lune, il imite l'ombre des passants et se moque de leur effroi.",
95,1,Onix,Roche,Sol,,,Base,Les parties en pierre de son corps durcissent pour devenir comme un diamant de couleur noire.,
96,1,Soporifik,Psy,,,,Base,Il endort ses ennemis et dévore leurs songes. En mangeant de mauvais rêves il devient malade.,
97,1,Hypnomade,Psy,,,,Niveau 1,"En fixant son adversaire, il l'assaille avec les attaques psy d'Hypnose et de Choc Mental.",
98,1,Krabby,Eau,,,,Base,Ses pinces sont des armes très puissantes. Elles lui servent aussi à garder son équilibre.,
99,1,Krabboss,Eau,,,,Niveau 1,Son énorme pince peut déployer une pression de 1000 Kg. Mais elle est très encombrante.,
100,1,Voltorbe,Electrique,,,2,Base,"Vivant dans les centrales, ce Pokémon survolté est souvent confondu avec une Poké Ball.",
101,1,Électrode,Electrique,,,2,Niveau 1,Il emmagasine des quantités énormes de courants électrique sous pression pouvant exploser.,
102,1,Noeunoeuf,Plante,Psy,,,Base,"Souvent pris pour des œufs, ils attaquent en groupe comme un essaim.",
103,1,Noadkoko,Plante,Psy,,2,Niveau 1,Son hurlement est strident car ses 3 têtes se chamaillent tout le temps.,
104,1,Osselait,Sol,,,,Base,Il ne retire jamais son casque en os. Personne n'a jamais vu son vrai visage.,
105,1,Ossatueur,Sol,,,2,Niveau 1,L'os qu'il tient dans sa main est une arme. Il peut le lancer avec adresse pour assommer sa proie.,
106,1,Kicklee,Combat,,,,Niveau 1,"S'il est pressé, ses jambes s'allongent progressivement. Il court très rapidement.",
107,1,Tygnon,Combat,,,,Niveau 1,"Il distribue des séries de coups de poings rapide comme l'éclair, invisibles à l'œil nu.",
108,1,Excelangue,Normal,,,,Base,Il peut projeter sa langue comme un caméléon. Tout contact avec elle produit une irritation.,
109,1,Smogo,Poison,,,,Base,Son corps instable constitué de gaz toxiques peut exploser soudainement.,
110,1,Smogogo,Poison,,,2,Niveau 1,"Ce Pokémon se nourrit de gaz, de poisons, et de germes que l'on peut trouver dans des tas d'ordures.",
111,1,Rhinocorne,Sol,Roche,,,Base,"Avec une ossature 1000 fois plus résistante que celle de l'homme, ses charges sont dévastatrices.",
112,1,Rhinoféros,Sol,Roche,,,Niveau 1,Son épiderme très élevé lui permet de survivre dans un environnement de plus de 3600 degrés.,
113,1,Leveinard,Normal,,,,Niveau 1,Un Pokémon rare et difficile à capturer qui porte chance et bien-être à son possesseur.,
114,1,Saquedeneu,Plante,,,,Base,Son corps est recouvert de lianes similaires à des algues. Elles bougent quand il marche.,
115,1,Kangourex,Normal,,1,,Base,Son enfant ne quitte la poche ventrale protectrice qu'à l'âge de 3 ans.,
116,1,Hypotrempe,Eau,,,,Base,Réputé pour tirer avec précision sur des insectes volants à la surface de l'eau.,
117,1,Hypocéan,Eau,,,,Niveau 1,Il peut nager à l'envers en agitant ses petites nageoire pectorales.,
118,1,Poissirène,Eau,,,,Base,Sa queue ondule gracieusement comme un voile. On l'appelle Reine des océans.,
119,1,Poissoroy,Eau,,,,Niveau 1,Pendant la saison des amours on peut le voir nager près des rivières ou des lacs.,
120,1,Stari,Eau,,,,Base,Un Pokémon bien curieux qui peut régénérer ses appendices sectionnés pendant un combat.,
121,1,Staross,Eau,Psy,,,Niveau 1,Son cœur brille des couleurs de l'arc-en-ciel. On dit que c'est une pierre précieuse.,
122,1,M. Mime,Psy,Fée,,2,Niveau 1,"Dérangez le pendant qu'il mime, et il vous distribuera une volée de claques.",
123,1,Insécateur,Insecte,Vol,,,Base,"Rapide et agile comme un ninja, il se déplace si vite qu'il crée l'illusion d'être en groupe.",
124,1,Lippoutou,Glace,Psy,,,Niveau 1,Il ondule ses hanches en marchant et entraine les gens dans des danses frénétiques.,
125,1,Élektek,Electrique,,,,Niveau 1,"Vivant dans les centrales, il provoque des pannes de courant en s'aventurant en ville.",
126,1,Magmar,Feu,,,,Niveau 1,Son corps en fusion brûle d'une flamme orangée le rendant invisible dans le feu.,
127,1,Scarabrute,Insecte,,1,,Base,"Quand il ne peut écraser sa proie avec sa pince, il la secoue et l'envoie dans les airs.",
128,1,Tauros,Normal,,,,Base,"Une fois sa cible en vue, il la charge furieusement en fouettant l'air de sa queue.",
129,1,Magicarpe,Eau,,,,Base,"Autrefois, il était beaucoup plus puissant que cette créature minablement faible.",
130,1,Léviator,Eau,Vol,1,,Niveau 1,"Gigantesque et maléfique, il est capable de raser une ville entière dans un accès de rage.",
131,1,Lokhlass,Eau,Glace,,,Base,Ce Pokémon en voie d'extinction peut transporter des passagers sur son dos par-delà les océans.,
132,1,Métamorph,Normal,,,,Base,Il est capable de copier le code génétique d'un ennemi pour se transformer en son double.,
133,1,Évoli,Normal,,,,Base,Ce mystérieux Pokémon peut évoluer de différentes façons grâce à des pierres.,
134,1,Aquali,Eau,,,,Niveau 1,Il vit au bord de l'eau. Sa queue lui donne l'apparence d'une sirène.,
135,1,Voltali,Electrique,,,,Niveau 1,Il se charge délectricité statique pour envoyer des décharges de 1000 volts.,
136,1,Pyroli,Feu,,,,Niveau 1,Il peut accumuler suffisamment de chaleur pour atteindre des températures de 1 600 degrés.,
137,1,Porygon,Normal,,,,Base,Un Pokémon fait de programmes et d'algorithmes. Il peut survivre en milieu virtuel.,
138,1,Amonita,Roche,Eau,,,Base,"Disparu depuis longtemps,il peut être réanimé génétiquement à partir d'anciens fossiles.",
139,1,Amonistar,Roche,Eau,,,Niveau 1,Un Pokémon préhistorique qui disparut quand sa coquille devint trop lourde à déplacer.,
140,1,Kabuto,Roche,Eau,,,Base,Un Pokémon reconstitué à partir d'un fossile trouvé sur un site préhistorique.,
141,1,Kabutops,Roche,Eau,,,Niveau 1,Sa forme élancée lui permet de nager rapidement. Il lacère sa proie avant d'en absorber la vie.,
142,1,Ptéra,Roche,Vol,1,,Base,Un Pokémon préhistorique qui attaque son ennemi à la gorge avec ses crocs acérés.,
143,1,Ronflex,Normal,,,,Niveau 1,"Très paresseux, il ne fait que manger et dormir. Plus il est gros, plus il devient fainéant.",
144,1,Artikodin,Glace,Vol,,2,Base,Le légendaire oiseau des glaces. On dit qu'il apparaît aux gens perdus dans les sommets.,L
145,1,Électhor,Electrique,Vol,,2,Base,L'oiseau légendaire de la foudre. Il surgit hors des nuages en lançant d'énormes éclairs.,L
146,1,Sulfura,Feu,Vol,,2,Base,Le légendaire oiseau de feu. Une pluie de flammes surgit à chaque battement de ses ailes.,L
147,1,Minidraco,Dragon,,,,Base,"Longtemps considéré comme légendaire, une colonie fut découverte dans les océans.",
148,1,Draco,Dragon,,,,Niveau 1,Un Pokémon légendaire plein de charme. Il peut contrôler les variations climatiques.,
149,1,Dracolosse,Dragon,Vol,,,Niveau 2,Un Pokémon marin extrêmement rare. On dit qu'il est aussi intelligent que l'homme.,
150,1,Mewtwo,Psy,,2,,Base,Il est le fruit de nombreuses expériences génétiques horribles et malsaines.,L
151,1,Mew,Psy,,,,Base,"Unique et rare, son existence est remise en cause par les experts. Peu nombreux sont ceux qui l'ont vu.",F
152,2,Germignon,Plante,,,,Base,Un doux parfum émane des feuilles placées sur sa tête. Il est très doux et il aime dormir au soleil.,
153,2,Macronium,Plante,,,,Niveau 1,"Une odeur épicée provient de son cou. Si on la respire, cette odeur donne envie de se battre.",
154,2,Méganium,Plante,,,,Niveau 2,L'arôme qui émane de ses pétales contient une substance qui calme les pulsions agressives.,
155,2,Héricendre,Feu,,,,Base,"Il est timide et se roule en boule pour se protéger. Attaqué, il s'enflamme le dos pour riposter.",
156,2,Feurisson,Feu,,,,Niveau 1,"Attention ! Quand il tourne le dos dans un combat, c'est qu'il va attaquer avec ses flammes dorsales.",
157,2,Typhlosion,Feu,,,2,Niveau 2,"Quand il est furieux, il devient si chaud que tout ce qui le touche s'enflamme instantanément.",
158,2,Kaiminus,Eau,,,,Base,Sa mâchoire surdéveloppée est capable de tout broyer. Même son dresseur doit s'en méfier.,
159,2,Crocrodil,Eau,,,,Niveau 1,"Quand il perd un croc, il en repousse un autre. Sa bouche est en permanence composée de 48 dents.",
160,2,Aligatueur,Eau,,,,Niveau 2,"Quand il mord avec sa puissante mâchoire, il secoue sa tête pour déchiqueter sa pauvre victime.",
161,2,Fouinette,Normal,,,,Base,"C'est un Pokémon très prudent, il se dresse sur sa queue pour mieux observer les environs.",
162,2,Fouinar,Normal,,,,Niveau 1,Il fabrique un nid qui convient à son corps très fin. Il est le seul à pouvoir entrer dans ce nid.,
163,2,Hoothoot,Normal,Vol,,,Base,Il se tient toujours sur un pied. Il change de pied si vite qu'on peut à peine distinguer ce mouvement.,
164,2,Noarfang,Normal,Vol,,,Niveau 1,Ses yeux sont adaptés à la nuit. Ils peuvent concentrer la faible lumière de l'obscurité.,
165,2,Coxy,Insecte,Vol,,,Base,"De nature timide, il a peur de se déplacer seul. Il est plus actif et courageux dans un groupe.",
166,2,Coxyclaque,Insecte,Vol,,,Niveau 1,"Quand les étoiles brillent dans le ciel, il volette partout en semant derrière lui une poudre brillante.",
167,2,Mimigal,Insecte,Poison,,,Base,Il reste immobile dans sa toile pendant des jours. Il attend que sa proie se rapproche pour la capturer.,
168,2,Migalos,Insecte,Poison,,,Niveau 1,Il peut produire des fils de soie par l'arrière ou par sa bouche. Il est difficile de les différencier.,
169,2,Nostenfer,Poison,Vol,,,Niveau 2,"Il vole en silence dans l'obscurité à l'aide de ses quatre ailes. Même très proche, on ne l'entend pas.",
170,2,Loupio,Eau,Electrique,,,Base,Il émet avec ses antennes des impulsions positives et négatives qui peuvent électrocuter ses ennemis.,
171,2,Lanturn,Eau,Electrique,,,Niveau 1,Sa brillance est si forte qu'il peut illuminer les fonds marins à 5000 mètres de profondeur.,
172,2,Pichu,Electrique,,,,Base,Il ne sait pas encore stocker l'électricité. Il envoie des décharges par jeu ou par peur.,
173,2,Mélo,Fée,,,,Base,Il ressemble un peu à une étoile. On suppose qu'il est venu sur terre accroché à une météorite.,
174,2,Toudoudou,Normal,Fée,,,Base,"Son corps est très doux. Quand il commence à rebondir, il est impossible de l'arrêter.",
175,2,Togepi,Fée,,,,Base,"Sa coquille est remplie de joie. On dit que s'il est bien traité, il est porteur de chance.",
176,2,Togetic,Fée,Vol,,,Niveau 1,On dit qu'il n'apparaît qu'aux cœurs purs. Il apporte la joie et le bonheur à son maître.,
177,2,Natu,Psy,Vol,,,Base,Ses ailes ne sont pas encore assez développées. Il ne peut que planer péniblement.,
178,2,Xatu,Psy,Vol,,,Niveau 1,On dit qu'il est calme et tranquille car il peut voir en permanence le passé et le futur.,
179,2,Wattouat,Electrique,,,,Base,"Son corps produit de l'électricité statique. Quand il est bien chargé, son poil double de volume.",
180,2,Lainergie,Electrique,,,,Niveau 1,Il stocke trop d'électricité et son poil ne peut plus repousser à certains endroits de son corps.,
181,2,Pharamp,Electrique,,1,,Niveau 2,Le bout de sa queue brille si fort qu'il peut être vu de très loin. Il sert de balise aux gens.,
182,2,Joliflor,Plante,,,,Base,Ce pokémon danse la majorité du temps. Certains pensent que c'est un rituel pour appeler le soleil.,
183,2,Marill,Eau,Fée,,,Niveau 1,"Le bout de sa queue est rempli d'huile plus légère que l'eau, ce qui lui permet de ne pas couler.",
184,2,Azumarill,Eau,Fée,,,Niveau 2,"En ne bougeant plus et en écoutant, il peut discerner ce qu'il y a au fond des fleuves.",
185,2,Simularbre,Roche,,,,Niveau 1,Il fait semblant d'être un arbre. Sa composition est en fait plus proche de la pierre.,
186,2,Tarpaud,Eau,,,,Base,"Si Ptitard et Têtarte entendent son cri, ils se rassemblent pour venir le rencontrer.",
187,2,Granivol,Plante,Vol,,,Base,"Pour éviter d'être balayés par les vents, ils se rassemblent en petits groupes.",
188,2,Floravol,Plante,Vol,,,Niveau 1,Le bourgeon sur sa tête s'ouvre et se ferme en fonction des fluctuations de la température ambiante.,
189,2,Cotovol,Plante,Vol,,,Niveau 2,"Quand il est pris dans le vent, il utilise ses appendices de coton pour voler autour du monde.",
190,2,Capumain,Normal,,,,Base,Sa queue est si forte qu'il peut l'utiliser pour se suspendre aux branches des arbres.,
191,2,Tournegrin,Plante,,,,Base,"Il tombe du ciel soudainement. S'il est attaqué par un Piafabec, il secoue violemment ses feuilles.",
192,2,Héliatronc,Plante,,,,Niveau 1,"Il convertit la lumière du soleil en énergie. Quand la nuit tombe, ses pétales se referment.",
193,2,Yanma,Insecte,Vol,,,Base,"En battant des ailes très vite, il peut générer une onde de choc très violente.",
194,2,Axoloto,Eau,Sol,,2,Base,Ce Pokémon vit en eau froide. Il sort de l'eau pour se nourrir quand il fait froid à l'extérieur.,
195,2,Maraiste,Eau,Sol,,,Niveau 1,"Ce Pokémon est très insouciant. Quand il nage, il fonce tête la première dans la coque des bateaux.",
196,2,Mentali,Psy,,,,Niveau 1,Son fin pelage enregistre les courants d'air provoqués par les déplacements de ses ennemis.,
197,2,Noctali,Ténèbres,,,,Niveau 1,Pour se défendre ce Pokémon émet un gaz empoisonné par les pores de sa peau.,
198,2,Cornèbre,Ténèbres,Vol,,,Base,"Craint et peu aimé, il paraît qu'il porte malheur à ceux qui croisent son chemin la nuit.",
199,2,Roigada,Eau,Psy,,2,Niveau 2,"D'une grande intelligence, il sait rester calme en toute situation stressante.",
200,2,Feuforêve,Spectre,,,,Base,Il aime jouer des tours malicieux et effrayants pendant la nuit pour s'amuser.,
201,2,Zarbi,Psy,,,28,Base,Ils ressemblent aux vieux hiéroglyphes inscrits sur les tablettes. Il semble qu'ils y soient liés.,
202,2,Qulbutoké,Psy,,,,Niveau 1,"Il déteste la lumière. S'il est attaqué, il se gonfle pour riposter avec plus de violence.",
203,2,Girafarig,Normal,Psy,,,Base,"Sa queue possède un cerveau. Si vous vous en approchez, il vous sentira et vous mordra.",
204,2,Pomdepik,Insecte,,,,Base,Il renforce sa carapace en y ajoutant des écorces d'arbre. Il devient alors plus lourd.,
205,2,Foretress,Insecte,Acier,,,Niveau 1,Son corps est protégé par une énorme carapace. Ce qui se trouve sous cette armure est un mystère.,
206,2,Insolourdo,Normal,,,,Base,Il s'enfuit en creusant à reculons dans le sol avec sa queue dès qu'un ennemi le repère.,
207,2,Scorplane,Sol,Vol,,,Base,Il vole droit vers le visage de sa cible effrayée et s'y accroche pour lui injecter son poison.,
208,2,Steelix,Acier,Sol,1,,Niveau 1,Son corps a été compressé sous la terre. Il est devenu plus résistant que le diamant.,
209,2,Snubbull,Fée,,,,Base,"Bien qu'il ait l'air menaçant, il est gentil et très affectueux. Il est très populaire chez les femmes.",
210,2,Granbull,Fée,,,,Niveau 1,"Il est en fait très timide et un peu hésitant. S'il est attaqué, il se défend avec énergie.",
211,2,Qwilfish,Eau,Poison,,2,Base,"Pour tirer ses dards empoisonnés, il gonfle son corps en buvant 10 litres d’eau subitement.",
212,2,Cizayox,Insecte,Acier,1,,Niveau 1,Il effraie l'ennemi en agitant ses pinces en forme d'œil et donne ainsi l'impression d'avoir 3 têtes.,
213,2,Caratroc,Insecte,Roche,,,Base,Les baies qu'il stocke dans sa coquille se décomposent et deviennent un liquide gluant.,
214,2,Scarhino,Insecte,Combat,1,,Base,Ce Pokémon puissant attaque avec ses cornes sous le ventre de ses ennemis pour les soulever ensuite.,
215,2,Farfuret,Ténèbres,Glace,,,Base,"Ses griffes sont cachées dans ses pattes. S'il est attaqué, il les sort pour frapper ses ennemis.",
216,2,Teddiursa,Normal,,,,Base,"Quand il trouve du miel, sa marque en forme de lune brille. Il lèche ses pattes couvertes de miel.",
217,2,Ursaring,Normal,,,,Niveau 1,"Même s'il grimpe bien, il préfère secouer les arbres avec ses quatre pattes pour faire tomber des baies.",
218,2,Limagma,Feu,,,,Base,"Il ne dort jamais. Il doit toujours se déplacer, car s'il est immobile, son corps de lave se solidifie.",
219,2,Volcaropod,Feu,Roche,,,Niveau 1,La coquille sur son dos est une partie de sa peau qui s'est refroidie et solidifiée. Elle est fragile.,
220,2,Marcacrin,Glace,Roche,,,Base,Il renifle le sol avec sa truffe pour y dénicher de la nourriture. Il trouve dès fois des sources d'eau.,
